Step,Consistent,Confidence,Minimum,Iterations,Time
34,1,1,-0.00454068,477508,0.180727
35,1,1,-0.00097467,322886,0.12011
36,1,1,-0.00116609,1393610,0.511494
37,0,0.878262,0.00177789,5415000,2.00009
38,0,0.883151,0.00123405,5439000,2.00011
39,0,0.887569,0.00144854,5384000,2.00024
40,0,0.891583,0.00317422,5410000,2.00004
41,0,0.895236,0.00408736,5417000,2.00014
42,0,0.898815,0.00131992,5441000,2.00014
43,0,0.900071,0.00406644,5386000,2.00019
44,0,0.902909,0.000379682,5431000,2.00022
45,0,0.906614,0.00874107,5442000,2.00035
46,0,0.908568,0.000754923,5441000,2.00006
47,0,0.909234,0.00306484,5420000,2.00014
48,0,0.909689,0.00573768,5384000,2.00025
49,0,0.910857,0.00159572,5414000,2.00034
50,0,0.912129,0.0109112,5376000,2.00018
51,0,0.914737,0.00526044,5445000,2
52,0,0.915664,0.00761531,5455000,2.00018
53,0,0.914936,0.00266555,5389000,2.00035
54,0,0.91471,0.00913067,5402000,2.00033
55,0,0.914632,0.00211027,5439000,2.00019
56,0,0.911464,0.00143705,5454000,2.00005
57,1,1,-0.000409171,496272,0.18485
58,0,0.910615,0.0120432,5473000,2.00033
59,0,0.91193,0.00410439,5426000,2.00009
60,0,0.912525,0.00606546,5428000,2.00009
61,0,0.910803,0.00292504,5430000,2.00031
62,0,0.909791,0.00414573,5321000,2.00024
63,0,0.91028,0.000191778,5432000,2.00016
64,1,1,-0.00100532,930514,0.346338
65,0,0.909352,0.00711755,5441000,2.00008
66,1,1,-0.000234254,2506906,0.919997
67,0,0.907791,0.00662628,5485000,2.00015
68,0,0.907109,0.00216618,5468000,2.00032
69,1,1,-0.000353619,5480819,1.99676
70,0,0.90598,0.00591142,5449000,2.00029
71,0,0.9093,0.0100434,5519000,2.00032
72,0,0.911848,0.00124844,5513000,2.00012
73,1,1,-0.000794105,4533843,1.66891
74,1,1,-0.000392872,5026536,1.83902
75,1,1,-0.000254147,1431979,0.523562
