Step,Consistent,Confidence,Minimum,Iterations,Time
0,1,1,-0.000456621,2937262,2.63749
1,1,1,-9.10654e-05,2316380,2.49474
2,1,1,-0.000693609,1517027,1.32469
3,0,0.731738,0.000309716,3072000,3.00024
4,1,1,-0.000540119,1528159,1.37594
5,1,1,-0.000342061,1694423,1.34542
6,1,1,-1.59636e-05,309934,0.214085
7,1,1,-9.0529e-05,2230102,2.17761
8,0,0.72022,0.000400673,2793000,3.00015
9,1,1,-2.92133e-06,279814,0.24917
10,0,0.73105,0.000153314,3032000,3.00261
11,0,0.731247,0.000310014,3100000,3.00423
12,1,1,-0.000290458,724757,0.939044
13,0,0.722599,0.000880669,2814000,3.00084
14,0,0.730858,0.00085641,3041000,3.00082
15,0,0.725843,0.0010345,2899000,3.00081
16,0,0.736685,0.000466536,3129000,3.00069
17,0,0.715622,0.000179717,2659000,3.00108
18,0,0.721727,0.00067247,2739000,3.00007
19,0,0.715166,0.00106908,2602000,3.00073
20,0,0.709054,0.000965248,2460000,3.00243
21,0,0.715559,0.00032418,2650000,3.00072
22,0,0.720683,0.000843059,2745000,3.00001
23,0,0.713093,0.000912129,2596000,3.00007
24,0,0.712843,0.00109888,2546000,3.00011
25,0,0.730712,0.00143463,2933000,3.00085
26,0,0.718583,0.00184787,2677000,3.00001
27,0,0.716409,0.00166007,2609000,3.0008
28,0,0.716717,0.00124378,2642000,3.00038
29,0,0.709582,0.00164556,2472000,3.00028
30,0,0.726172,0.000970553,2845000,3.00661
31,0,0.711198,0.00194537,2500000,3.00088
32,0,0.715393,0.00203044,2578000,3.00033
33,0,0.721357,0.00158579,2717000,3.00041
34,0,0.721643,0.00176988,2740000,3.00031
35,0,0.717361,0.00175496,2606000,3.00091
36,0,0.733654,0.00207234,2982000,3.00049
37,0,0.731652,0.00242352,2997000,3.0006
38,0,0.732389,0.00188767,3081000,3.00084
39,0,0.720485,0.00140925,2695000,3.00051
40,0,0.72931,0.0020059,2943000,3.00026
41,0,0.723314,0.00158623,2836000,3.0008
42,0,0.729469,0.00188845,3012000,3.00075
43,0,0.716348,0.00124362,2675000,3.00044
44,0,0.721858,0.00168705,2773000,3.00069
45,0,0.713828,0.000847291,2624000,3.00095
46,0,0.729986,0.00049312,3037000,3.00014
47,0,0.727141,0.00105668,2926000,3.00015
48,0,0.741358,0.000145386,3386000,3.00074
49,0,0.732966,0.000339901,3148000,3.00162
50,0,0.741755,0.00137675,3377000,3.00072
51,0,0.71942,0.0011579,2783000,3.00006
52,0,0.730768,0.00043037,3057000,3.00063
53,0,0.739073,0.000621329,3311000,3.00279
54,0,0.738212,0.000377815,3255000,3.00034
55,1,1,-5.38374e-06,2059370,1.67732
56,1,1,-3.2027e-05,629976,0.5309
57,1,1,-0.000299651,92511,0.0637264
58,1,1,-0.000168551,3743349,2.95196
59,0,0.743444,0.000418793,3440000,3.00081
60,0,0.736693,0.000378262,3223000,3.00089
61,1,1,-9.22575e-05,2174886,2.45805
62,0,0.736898,4.98935e-05,3223000,3.00502
63,1,1,-0.000602364,36333,0.0430382
64,0,0.739162,2.08034e-05,3317000,3.00049
65,0,0.740333,0.00091049,3329000,3.00061
66,0,0.742052,9.24611e-05,3357000,3.00015
67,1,1,-0.000249465,247740,0.181914
68,0,0.742059,6.48363e-06,3400000,3.00771
69,0,0.738051,0.000212441,3262000,3.00003
70,0,0.733789,0.000297912,3154000,3.00023
71,0,0.73876,0.000451426,3302000,3.00073
72,0,0.74517,0.000157337,3528000,3.00037
73,1,1,-1.33447e-05,2577352,2.56846
74,0,0.72517,0.000159006,2905000,3.00226
75,1,1,-8.5321e-05,2183608,2.0099
76,0,0.731056,4.05416e-05,3095000,3.00043
77,0,0.740706,0.000323544,3355000,3.00068
78,1,1,-0.000598599,1656793,1.50889
79,1,1,-4.74944e-05,1427362,1.27552
80,1,1,-0.00018387,1487679,1.45367
81,1,1,-0.000296165,1919593,1.70449
82,1,1,-0.000834395,2949969,2.91297
83,1,1,-0.000352193,607071,0.845257
84,0,0.705239,0.000576983,2442000,3.00016
85,0,0.717004,0.000381849,2620000,3.00054
86,0,0.722072,0.00153292,2729000,3.00061
87,0,0.728017,0.00148184,2895000,3.00001
88,0,0.735553,0.00184571,3086000,3
89,0,0.724311,0.00276143,2786000,3.00007
90,0,0.729247,0.00131089,2921000,3.00007
91,0,0.725128,0.0014017,2814000,3.00047
92,0,0.708633,0.00144311,2378000,3.00074
93,0,0.716563,0.00163722,2568000,3.00086
94,0,0.710212,0.00201779,2401000,3.0003
95,0,0.70417,0.00176344,2293000,3.00018
96,0,0.713592,0.00248288,2491000,3.00109
97,0,0.716726,0.0017257,2549000,3.00047
98,0,0.71875,0.00151743,2614000,3.00337
99,0,0.708144,0.00181456,2346000,3.00225
100,0,0.732591,0.00199156,2868000,3.00039
101,0,0.708096,0.00223399,2312000,3.00114
102,0,0.724437,0.00285185,2686000,3.00065
103,0,0.727708,0.00172039,2724000,3.00086
104,0,0.709067,0.00238033,2377000,3.00139
