Step,Consistent,Confidence,Minimum,Iterations,Time
0,0,0.730057,0.000175963,3051000,3.00098
1,1,1,-0.000309129,2349888,2.4562
2,1,1,-5.91769e-05,960740,1.16642
3,0,0.737924,2.66538e-05,3266000,3.00054
4,0,0.727347,0.000746857,2938000,3.00009
5,0,0.728222,0.000261675,2963000,3.00054
6,0,0.725096,0.000321756,2903000,3.0012
7,0,0.730844,0.00019611,3083000,3.00031
8,1,1,-0.000535418,474240,0.467742
9,1,1,-0.000109066,2368146,2.49574
10,1,1,-0.000272705,2046422,2.17505
11,1,1,-1.93014e-05,2367685,2.41985
12,0,0.732379,0.000653397,3067000,3.00075
13,0,0.726459,0.000921081,2895000,3.00061
14,1,1,-4.53896e-05,2359320,2.43212
15,0,0.72234,0.000185213,2768000,3.00079
16,0,0.720811,0.000519398,2723000,3.00009
17,0,0.733949,0.00145377,3062000,3.00033
18,0,0.736563,0.00138904,3144000,3.00808
19,0,0.711562,0.00168599,2506000,3.00026
20,0,0.724456,0.00177,2776000,3.00027
21,0,0.719006,0.00136275,2640000,3.00052
22,0,0.73068,0.00111122,2927000,3.0031
23,0,0.735145,0.000714564,3079000,3.00033
24,0,0.719622,0.000609496,2653000,3.00054
25,0,0.714311,0.00103541,2508000,3.00079
26,0,0.716291,0.00195912,2559000,3.00071
27,0,0.70843,0.00134398,2418000,3.00065
28,0,0.713879,0.0021952,2489000,3.00073
29,0,0.721277,0.00167627,2651000,3.00978
30,0,0.719633,0.000975884,2625000,3.00048
31,0,0.719671,0.0011843,2618000,3.00027
32,0,0.726984,0.00107556,2791000,3.00105
33,0,0.70651,0.00153112,2361000,3.00052
34,0,0.711887,0.00116385,2448000,3.00007
35,0,0.723569,0.00123956,2727000,3.00059
36,0,0.72434,0.00110943,2767000,3.00088
37,0,0.722082,0.00113848,2718000,3.00041
38,0,0.725004,0.000997247,2778000,3.00019
39,0,0.730039,0.000943012,2938000,3.00066
40,0,0.712108,0.00118608,2506000,3.00088
41,0,0.727385,0.000936432,2875000,3.00038
42,0,0.724426,0.000731405,2800000,3.00022
43,0,0.70795,0.000967562,2466000,3.00079
44,0,0.722908,0.000981088,2859000,3.00051
45,0,0.715453,0.000962506,2675000,3.00039
46,0,0.737721,0.00100781,3232000,3.0009
47,0,0.725635,0.000583968,2933000,3.00008
48,0,0.731788,0.000280426,3143000,3.00162
49,1,1,-0.000121821,2154685,2.40227
50,0,0.729756,0.000279556,3021000,3.00016
51,1,1,-0.000223209,1931716,1.781
52,1,1,-5.6912e-05,764749,0.986123
53,1,1,-3.573e-05,2365346,2.40295
54,0,0.74152,0.000262837,3189000,3.00167
55,0,0.745945,0.000350486,3268000,3.00028
56,0,0.736898,0.000975888,2935000,3.00047
57,0,0.742432,0.000876422,3138000,3.00035
58,0,0.737864,0.00082479,2963000,3.00015
59,1,1,-1.34304e-05,1623213,1.40919
60,0,0.736133,0.000341389,2907000,3.0002
61,0,0.743964,0.000656794,3167000,3.0004
62,0,0.730377,0.00101044,2805000,3.00015
63,0,0.739025,0.000286374,3055000,3.00064
64,1,1,-0.000408084,2779262,2.92121
65,0,0.734076,0.000755164,2901000,3.00023
66,0,0.719889,0.00109814,2536000,3.00176
67,0,0.730046,0.00166336,2791000,3.00012
68,0,0.726004,0.0014797,2665000,3.00015
69,0,0.725171,0.00137659,2637000,3.00046
70,0,0.735229,0.00123758,2913000,3.00342
71,0,0.741216,0.000950012,3013000,3.00024
72,0,0.735091,0.00109641,2905000,3.00065
73,0,0.738659,0.000686626,2947000,3.00044
74,0,0.73119,0.000734275,2759000,3.00306
75,0,0.751763,0.000382106,3342000,3.00064
76,0,0.745889,0.000593578,3184000,3.00021
77,0,0.741074,0.000600652,2987000,3.00018
78,0,0.733223,0.00084965,2790000,3.00143
79,0,0.724589,0.00114987,2586000,3.00082
80,0,0.728181,0.000361877,2635000,3
81,0,0.729753,0.000340836,2696000,3.00075
82,0,0.730742,0.000399958,2684000,3.01039
83,0,0.727921,0.000312954,2643000,3.0003
84,0,0.719854,0.000411819,2467000,3.0004
85,0,0.72967,0.000569625,2707000,3.00381
86,0,0.731543,0.00109316,2730000,3.00008
87,0,0.727825,0.000911706,2655000,3.00031
88,0,0.727798,0.000502195,2645000,3.00021
89,0,0.735317,0.000131953,2839000,3.00042
90,0,0.740938,0.00049613,3047000,3.00014
91,0,0.723469,0.000370141,2597000,3.01775
92,0,0.739495,0.00124489,3014000,3.00039
93,0,0.738205,0.00107611,3012000,3.00023
94,0,0.722948,0.00137747,2718000,3.00039
95,0,0.733463,0.00161551,3064000,3.00031
96,0,0.726865,0.00135725,2976000,3.01101
97,0,0.735239,0.00177117,3378000,3.00094
98,0,0.7235,0.00244414,2970000,3.00097
99,0,0.740854,0.00200165,3315000,3.00966
100,0,0.74204,0.00233501,2883000,3.00093
101,0,0.76707,0.00173894,3261000,3.00001
102,0,0.772264,0.00087643,2914000,3.00061
103,0,0.790923,0.000574331,2891000,3.00057
104,0,0.810253,0.000323664,3150000,3.00427
