Step,Consistent,Confidence,Minimum,Iterations,Time
0,1,1,-0.00039642,647586,0.576327
1,1,1,-0.000811864,191934,0.164273
2,1,1,-2.2545e-06,92338,0.0812052
3,1,1,-0.000270475,1292774,1.16931
4,1,1,-0.000142447,1486450,1.42879
5,1,1,-0.00032022,1834733,1.85962
6,0,0.733342,0.000471424,3101000,3.01263
7,0,0.73394,5.94363e-05,3144000,3.0007
8,1,1,-0.000116945,2083866,1.98998
9,1,1,-0.000284216,653159,0.472743
10,0,0.734841,0.000255595,3134000,3.00042
11,0,0.742417,0.000148188,3401000,3.00066
12,1,1,-8.54728e-05,1992864,1.76469
13,1,1,-1.34006e-05,487924,0.437957
14,1,1,-0.000171955,406545,0.357839
15,1,1,-0.000469018,13368,0.0118238
16,1,1,-0.000118782,341951,0.335018
17,1,1,-3.14857e-06,1044174,1.14214
18,1,1,-3.7004e-05,2088302,2.07489
19,0,0.732488,6.79598e-05,3034000,3.00044
20,0,0.722047,0.000267218,2762000,3.00002
21,0,0.734889,0.000995333,3072000,3.00068
22,1,1,-0.000204195,307000,0.463143
23,0,0.721892,4.59061e-05,2753000,3.00031
24,1,1,-2.06127e-05,1904097,1.81682
25,0,0.736234,0.00014789,3119000,3.0007
26,0,0.719363,0.000771533,2692000,3.00063
27,0,0.714597,0.000170837,2600000,3.00048
28,0,0.726949,0.000193281,2850000,3.00077
29,0,0.717987,9.72257e-05,2637000,3.00069
30,0,0.712197,1.01433e-05,2503000,3.00057
31,1,1,-0.000152148,421568,0.465122
32,1,1,-0.000259449,2748947,2.95299
33,0,0.724038,0.000225495,2746000,3.00076
34,0,0.705006,0.000698921,2397000,3.00005
35,0,0.726797,5.2403e-05,2836000,3.00034
36,1,1,-8.53434e-05,2269198,2.91046
37,1,1,-0.00045978,673424,1.21225
38,1,1,-0.000324298,596673,0.704719
39,1,1,-0.000565028,611915,0.756932
40,0,0.71638,3.4462e-05,2627000,3.00046
41,1,1,-4.92826e-05,535039,0.683098
42,1,1,-0.000223328,2206050,2.19388
43,1,1,-1.24469e-05,1623967,1.69146
44,1,1,-0.000340511,813994,0.896996
45,1,1,-0.000160564,2359043,2.73395
46,1,1,-0.000366618,2733760,2.79706
47,1,1,-0.000114132,795911,0.787565
48,0,0.731011,0.000436734,2953000,3.00078
49,1,1,-0.000321259,105380,0.171043
50,1,1,-0.000202049,957705,0.897737
51,0,0.725517,6.77512e-05,2842000,3.00074
52,0,0.733111,7.18341e-05,3069000,3.00002
53,1,1,-0.000211228,325375,0.404487
54,0,0.717604,0.000515471,2680000,3.00082
55,1,1,-0.000260343,148928,0.123442
56,1,1,-0.00033455,1272507,1.17433
57,1,1,-1.55892e-05,1275916,1.36927
58,1,1,-0.000318338,335349,0.306163
59,1,1,-0.000759174,1470285,1.58118
60,1,1,-0.000153434,887144,0.955686
61,1,1,-0.000314475,249346,0.290237
62,1,1,-0.000370254,2413091,2.27942
63,1,1,-0.000610252,951576,0.963199
64,1,1,-0.000240017,136651,0.137587
65,1,1,-0.000468393,707707,1.02246
66,1,1,-0.000184376,408603,0.475135
67,1,1,-0.000421424,1335305,1.1245
68,0,0.753273,7.53358e-05,3485000,3.00017
69,0,0.751318,0.000739168,3370000,3.00058
70,0,0.740692,0.000177871,2936000,3.0005
71,1,1,-0.000264068,73489,0.0576797
72,1,1,-0.000303206,2816279,2.48809
73,1,1,-0.000234843,80450,0.0864233
74,0,0.747452,0.000176112,3121000,3.00013
75,0,0.752859,0.000289689,3394000,3.00062
76,1,1,-0.000170533,38749,0.0484233
77,0,0.718199,8.58589e-05,2356000,3.00063
78,1,1,-0.000286256,335497,0.302755
79,1,1,-0.000258957,148242,0.133709
80,1,1,-5.86554e-05,1938852,2.21674
81,1,1,-0.00051399,1516164,1.81734
82,1,1,-0.00016806,62096,0.0666174
83,1,1,-8.03366e-05,1615183,2.27493
84,0,0.733319,7.04383e-06,2717000,3.00049
85,1,1,-6.20678e-05,948182,0.964996
86,1,1,-7.70832e-06,33716,0.0450587
