Step,Consistent,Confidence,Minimum,Iterations,Time
34,0,0.927576,0.005104,5346000,2.00004
35,1,1,-0.000875629,4865158,1.79058
36,1,1,-0.000627249,5209685,1.91505
37,1,1,-0.00132986,1184079,0.444312
38,0,0.932953,0.000957914,5430000,2.00012
39,0,0.927591,0.00250731,5400000,2.00001
40,1,1,-0.00499488,4770936,1.78712
41,1,1,-0.00299025,1537784,0.570971
42,1,1,-0.00182047,1591082,0.592216
43,1,1,-0.00521043,253743,0.097662
44,1,1,-0.000913769,1991377,0.734349
45,1,1,-0.00107315,1630115,0.607032
46,1,1,-0.00160088,452268,0.168605
47,1,1,-3.32445e-05,410242,0.154714
48,1,1,-0.000763357,119214,0.045025
49,1,1,-4.41223e-05,57648,0.0217539
50,1,1,-0.00187998,153438,0.0564447
51,1,1,-0.000763014,1086716,0.400453
52,1,1,-0.00133933,250211,0.094512
53,1,1,-0.00404495,4092398,1.50598
54,0,0.877703,0.000414953,5474000,2.00002
55,1,1,-0.00263884,1622958,0.599209
56,1,1,-0.000744075,990567,0.368944
57,1,1,-0.00228428,139425,0.0541963
58,1,1,-0.00151478,322810,0.118258
59,1,1,-0.002107,377843,0.141264
60,1,1,-0.00760173,195621,0.0731036
61,1,1,-0.00256685,2767015,1.01659
62,0,0.878565,0.00426513,5459000,2.00016
63,0,0.879468,0.00155114,5465000,2.00016
64,1,1,-0.000270806,4911316,1.82138
65,1,1,-0.0044551,663889,0.244165
66,1,1,-0.000579447,5237,0.00529355
67,1,1,-0.000371888,564744,0.209305
68,1,1,-0.00211022,681742,0.254208
69,0,0.882345,0.00573709,5465000,2.00032
70,0,0.887313,0.00487264,5431000,2.00035
71,1,1,-0.00309128,657854,0.241675
72,1,1,-0.00287857,818071,0.299624
73,1,1,-0.00665317,1500411,0.547347
74,1,1,-0.00256111,90733,0.0356611
75,1,1,-0.00525527,312534,0.11385
76,0,0.877256,0.000399724,5507000,2.00003
