Step,Consistent,Confidence,Minimum,Iterations,Time
33,0,0.894889,0.009022,5217000,2.00028
34,0,0.90607,0.00179905,5269000,2.00001
35,0,0.927988,0.00674796,5314000,2.00017
36,0,0.929584,0.000382081,5325000,2.00007
37,0,0.938088,0.00070256,5359000,2.00036
38,0,0.937752,0.00562589,5385000,2.00009
39,1,1,-0.0023156,965324,0.362706
40,1,1,-0.000416733,5139543,1.93184
41,0,0.938288,0.00439349,5369000,2.00034
42,1,1,-0.00183129,1441433,0.541426
43,1,1,-0.000717491,1206329,0.45638
44,1,1,-0.00206639,2831816,1.06132
45,1,1,-0.00430995,35384,0.0171848
46,1,1,-0.00599962,1854869,0.692944
47,1,1,-0.000291169,1615371,0.612814
48,1,1,-0.00263414,4521545,1.6977
49,1,1,-0.00373787,136763,0.0562342
50,0,0.881952,0.00157052,5252000,2.00027
51,1,1,-0.000749826,154302,0.0635223
52,1,1,-0.000620633,762707,0.287722
53,1,1,-0.000983343,201560,0.0776548
54,1,1,-0.00507203,189245,0.0728391
55,1,1,-0.00467265,2829543,1.06536
56,1,1,-0.000842601,325884,0.127328
57,1,1,-0.00238423,196262,0.0754303
58,1,1,-0.000414565,1186724,0.444166
59,1,1,-0.0015849,351526,0.133823
60,1,1,-0.0028107,1375989,0.515644
61,1,1,-0.00647473,1137653,0.426501
62,1,1,-0.00273581,50765,0.0226412
63,0,0.87809,0.00622711,5361000,2.00007
64,1,1,-0.00297291,844037,0.31597
65,1,1,-0.00372836,1221120,0.460185
66,1,1,-0.000868365,725820,0.27261
67,1,1,-0.000829861,530383,0.201012
68,1,1,-0.00417728,357761,0.136946
69,1,1,-0.00290598,1746914,0.654932
70,1,1,-0.00284121,4277954,1.59032
71,0,0.882674,0.00497385,5359000,2.00019
72,1,1,-0.00132332,4778270,1.7732
73,1,1,-0.00430972,986148,0.369701
