True,99,91.54860535085463
False,False,True,-0.892578923755168,0.0019263045029516892,-0.4158319277809194,0.0025,0.001,0.0001,5866612731905944472
-1,1,-0.01,0.02,-0.6,-0.4
4000,30,0.1,-1,1,-0.01,0.02
