Step,Consistent,Confidence,Minimum,Iterations,Time
0,1,1,-0.000192602,102742,0.0843051
1,1,1,-0.000410581,693343,0.577587
2,1,1,-0.000580067,2634696,1.98851
3,1,1,-0.000340332,933552,0.705325
4,1,1,-0.000248958,19416,0.0177467
5,1,1,-0.000352849,824312,0.595009
6,1,1,-0.000340094,894430,0.835334
7,0,0.749138,0.000226389,3684000,3.00009
8,1,1,-0.000303377,746518,1.02773
9,0,0.734056,3.68105e-07,3163000,3.00017
10,1,1,-0.000247434,3000796,2.56432
11,1,1,-9.52973e-05,2365497,1.95925
12,0,0.746912,0.000211845,3556000,3.00044
13,0,0.746875,0.000127237,3532000,3.00008
14,0,0.731156,0.00039817,3031000,3.00076
15,0,0.731557,0.000561162,3056000,3.00051
16,0,0.729494,0.000479586,2963000,3.00099
17,0,0.73396,0.00143229,3074000,3.00017
18,0,0.728893,0.00123013,2950000,3.00031
19,0,0.70809,0.000329721,2452000,3.00059
20,0,0.72615,0.000770222,2830000,3.00078
21,0,0.733233,0.00107313,3019000,3.00064
22,0,0.718516,0.00184507,2620000,3.00014
23,0,0.704585,0.00148995,2314000,3.00063
24,0,0.71723,0.00184859,2598000,3.0001
25,0,0.701189,0.00126987,2296000,3.00092
26,0,0.716018,0.00132013,2544000,3.00002
27,0,0.721673,0.000889519,2674000,3.00025
28,0,0.716246,0.00124747,2551000,3.00015
29,0,0.696303,0.00111802,2182000,3.00006
30,0,0.719294,0.0018705,2618000,3.00008
31,0,0.714975,0.00133953,2550000,3.00036
32,0,0.722286,0.00120057,2680000,3.00034
33,0,0.71925,0.000976963,2622000,3.00081
34,0,0.722353,0.000862106,2679000,3.00079
35,0,0.73442,0.00114115,3028000,3.00092
36,0,0.726917,0.00118091,2817000,3.00049
37,0,0.717839,0.000985287,2584000,3.0004
38,0,0.717442,0.00180645,2614000,3.00051
39,0,0.730717,0.000956422,2971000,3.0002
40,0,0.740228,0.00071636,3260000,3.00046
41,0,0.743717,0.000719677,3367000,3.0005
42,0,0.7349,0.00131355,3089000,3.0003
43,0,0.71723,0.0012265,2693000,3.00058
44,0,0.73721,0.00130787,3174000,3.00014
45,0,0.733228,0.00129564,3056000,3.00025
46,0,0.710766,0.000389797,2518000,3.00077
47,1,1,-5.43769e-05,466336,0.515235
48,0,0.733362,0.000202189,3164000,3.00071
49,1,1,-0.000148021,286739,0.342398
50,1,1,-7.67603e-05,504213,0.461621
51,1,1,-8.63567e-05,212038,0.208412
52,1,1,-0.000856329,84592,0.0829157
53,0,0.738553,0.000339697,3197000,3.00036
54,0,0.746196,8.61988e-05,3448000,3.00077
55,0,0.752356,8.86177e-06,3640000,3.00024
56,1,1,-0.000263476,724280,0.703327
57,1,1,-0.000116964,2266080,1.75812
58,1,1,-0.000115395,1756933,1.63365
59,0,0.740069,9.85966e-05,3117000,3.00033
60,0,0.746867,0.000729415,3332000,3
61,0,0.755149,0.000769983,3601000,3.00003
62,0,0.733781,0.00104917,2924000,3.00118
63,0,0.736552,0.00124189,3044000,3.00057
64,0,0.712798,0.00158599,2412000,3.0005
65,0,0.731587,0.00124765,2915000,3.00051
66,0,0.741963,0.0015498,3128000,3.00211
67,0,0.728604,0.00174849,2755000,3.00017
68,0,0.740119,0.0019335,3106000,3.00608
69,0,0.716453,0.00181939,2431000,3.00046
70,0,0.723801,0.0024122,2637000,3.00175
71,0,0.736925,0.00182035,2936000,3.00041
72,0,0.719607,0.00143677,2550000,3.00076
73,0,0.718502,0.00139711,2469000,3.00084
74,0,0.743379,0.000944622,3132000,3.00016
75,0,0.750309,0.000565781,3310000,3.00085
76,0,0.739617,0.000857751,2924000,3.00067
77,0,0.747674,0.00137177,3239000,3.00025
78,0,0.74769,0.00162207,3211000,3.00077
79,0,0.740619,0.00204585,3013000,3.00021
80,0,0.745759,0.00224977,3162000,3.00083
81,0,0.754344,0.00246068,3399000,3.00059
82,0,0.739659,0.00253165,2992000,3.00051
83,0,0.732425,0.00197805,2819000,3.00041
84,0,0.729729,0.00189773,2732000,3.00046
85,0,0.73945,0.00201531,3012000,3.00038
86,0,0.744069,0.00288881,3209000,3.00054
87,0,0.748718,0.00327879,3436000,3.00052
88,0,0.715446,0.00354193,2665000,3.00083
89,0,0.722812,0.00375118,2911000,3.00048
90,0,0.720634,0.00412065,2895000,3.00061
91,0,0.722273,0.00365351,2908000,3.00358
92,0,0.732245,0.00360354,3010000,3.00027
93,0,0.752091,0.00316346,3313000,3.00013
94,0,0.759276,0.00287517,2870000,3.00079
95,0,0.787963,0.00253602,3158000,3.00013
96,0,0.808387,0.0018077,3371000,3.00079
97,0,0.811899,0.00171764,2816000,3.00086
98,0,0.827054,0.00155223,2860000,3.00049
99,1,1,-8.94561e-05,2386164,2.73192
100,1,1,-0.000771512,140676,0.23797
101,0,0.843345,0.000215958,2817000,3.00058
102,0,0.85718,0.00103677,3500000,3.00051
103,0,0.840118,0.000944148,2774000,3.00077
104,0,0.8266,0.000718544,2459000,3.00965
