Step,Consistent,Confidence,Minimum,Iterations,Time
0,1,1,-0.00038587,917828,1.04344
1,1,1,-0.000130494,2149698,2.00315
2,0,0.741123,0.000312547,3432000,3.00036
3,1,1,-0.000154792,1030049,1.05483
4,1,1,-9.57444e-05,378538,0.312013
5,1,1,-0.00030901,1071198,0.884615
6,0,0.715726,0.000277828,2716000,3.00047
7,0,0.732651,5.07974e-05,3106000,3.00045
8,1,1,-2.07915e-05,1241620,1.32137
9,1,1,-0.000771497,1743876,1.86579
10,1,1,-5.87523e-05,740698,0.694237
11,1,1,-0.000405547,854664,0.821517
12,0,0.723635,0.000183831,2884000,3.00025
13,0,0.710008,0.000108908,2535000,3.00052
14,0,0.7286,8.55431e-05,2928000,3.00179
15,0,0.715008,0.000459622,2622000,3.00003
16,0,0.738013,0.000617455,3241000,3.00068
17,0,0.705812,7.53507e-05,2410000,3.00039
18,0,0.713037,0.000213157,2537000,3.0002
19,0,0.723969,6.22973e-05,2813000,3.00235
20,1,1,-0.000826646,538610,0.710586
21,1,1,-0.000399281,1476108,1.52692
22,1,1,-0.000207354,2128097,2.23031
23,0,0.727815,0.000435959,2830000,3.00073
24,0,0.718735,0.000101756,2606000,3.00086
25,1,1,-6.9727e-05,1244565,1.5668
26,1,1,-5.70908e-05,342691,0.393098
27,1,1,-0.000109185,1152490,1.30539
28,1,1,-0.000195374,1153720,1.45521
29,1,1,-0.000646938,568822,0.785302
30,1,1,-0.00050806,1453150,1.9802
31,0,0.570223,7.69005e-05,2305000,3.00048
32,0,0.562043,0.000348698,2799000,3.00005
33,1,1,-0.000419111,888555,1.20132
34,0,0.508892,0.000129472,2330000,3.00123
35,1,1,-0.000158244,1075821,1.19001
36,0,0.582103,0.00022472,2484000,3.00092
37,0,0.602077,0.000698935,2212000,3.00061
38,0,0.63599,0.000421773,2512000,3.00015
39,0,0.669911,0.000306974,2790000,3.00059
40,0,0.695263,0.000624272,2841000,3.00031
41,1,1,-0.000471581,2427301,2.76797
42,1,1,-0.000742691,81646,0.116892
43,0,0.703463,0.00048555,2537000,3.0017
44,0,0.699695,1.24355e-06,2723000,3.00045
45,0,0.693103,5.50852e-05,2936000,3.00028
46,0,0.68022,0.000671355,2934000,3.00089
47,0,0.663367,0.000381957,2834000,3.00012
48,1,1,-0.000322331,704095,0.77423
49,1,1,-0.000250132,103837,0.10523
50,1,1,-4.20071e-05,1333615,1.23938
51,0,0.650529,0.000107896,2959000,3.00075
52,0,0.695792,0.000249992,2932000,3.00005
53,1,1,-0.000432719,1027095,1.06058
54,1,1,-0.000130166,803197,0.839692
55,0,0.753603,4.87578e-05,2777000,3.00001
56,1,1,-0.000103702,455050,0.57019
57,0,0.734329,0.000212799,2739000,3.00087
58,1,1,-0.00023966,45124,0.103472
59,0,0.726779,3.94438e-06,2749000,3.00108
60,1,1,-0.000818936,37346,0.0573171
61,1,1,-0.000598897,1270267,1.31712
62,1,1,-0.00019849,1429154,1.62681
63,1,1,-3.20817e-06,1594361,1.51641
64,0,0.726842,0.000209342,2866000,3.00051
65,1,1,-0.000550736,460817,0.663022
66,1,1,-0.000112821,1105740,1.09974
67,0,0.730962,3.45218e-06,2979000,3.00079
68,1,1,-3.96266e-05,1074093,1.07794
69,1,1,-0.000138868,1071360,0.998483
70,0,0.736467,0.000467788,3241000,3.0006
71,1,1,-6.7164e-05,697601,0.673049
72,1,1,-7.41377e-05,765265,0.655572
73,1,1,-0.00059395,1002023,0.771258
74,1,1,-0.000223149,2239876,2.32489
75,0,0.736671,0.000166009,3293000,3.00051
76,0,0.739371,0.000748168,3307000,3.00018
77,0,0.741112,0.00018143,3296000,3.00022
78,0,0.753766,0.00047795,3628000,3.0005
79,0,0.744232,0.00129382,3153000,3.00021
80,0,0.762986,0.00063287,3883000,3.00011
81,0,0.767873,0.000572453,3951000,3.0001
82,0,0.761145,0.000648829,3530000,3.00056
83,0,0.76931,0.000222362,3863000,3.00026
84,0,0.756682,0.000357251,3319000,3.00021
85,0,0.745506,0.000128868,2823000,3.00052
86,0,0.745795,0.000209543,2827000,3.00019
87,0,0.757432,0.00029483,3315000,3.0001
88,0,0.747603,0.000192615,3018000,3.00061
89,0,0.745473,0.000360352,2924000,3.00109
90,1,1,-0.000272761,539788,0.579283
91,0,0.74786,0.00029337,3034000,3.00021
92,1,1,-0.000202943,587572,0.661923
93,1,1,-5.24118e-05,1934800,1.93842
94,1,1,-4.56318e-05,2909224,2.92266
95,1,1,-0.000155304,244062,0.269076
96,1,1,-1.69768e-05,3867,0.0074176
97,1,1,-9.12144e-05,1679310,1.79431
98,0,0.723196,0.00036776,2412000,3.00098
