-4.588901763468316575e-01,-1.104691936080840799e-02
-4.641072636539414487e-01,-1.309814045361578499e-02
-4.726100117402000644e-01,-1.516516041600111074e-02
-4.811874750129239153e-01,-1.749764589035997936e-02
-4.935121096075777425e-01,-1.975448055349421361e-02
-5.075720471945447398e-01,-2.172720248293825984e-02
-5.210645181819173466e-01,-2.372804522607221966e-02
-5.380684733619296445e-01,-2.562611433098873487e-02
-5.562226531889590264e-01,-2.753772386934234123e-02
-5.768449664466863691e-01,-2.913854433561573198e-02
-5.984805901650621651e-01,-3.054535550601378616e-02
-6.182698711746921205e-01,-3.164313889013516123e-02
-6.388702107607382441e-01,-3.266514760593167144e-02
-6.610814386538816922e-01,-3.355744019164006581e-02
-6.825694090676512893e-01,-3.397229481899419895e-02
-7.041372698663946883e-01,-3.434768702014880104e-02
-7.223411202608964743e-01,-3.434983690544277102e-02
-7.420389802270073165e-01,-3.445005142974289641e-02
-7.613506611995636275e-01,-3.440763117246956743e-02
-7.813312189919838779e-01,-3.432742473370080372e-02
-7.996708169675526001e-01,-3.382795472253166680e-02
-8.150400444365282215e-01,-3.316313910754893624e-02
-8.289464481625169467e-01,-3.206335944186248371e-02
-8.422107546744688200e-01,-3.113955611040364335e-02
-8.542622971806084209e-01,-3.010162871893427156e-02
-8.661174499181414355e-01,-2.891408184844034696e-02
-8.773497247755892570e-01,-2.784209934880054263e-02
-8.862592546423329054e-01,-2.640037028824799431e-02
-8.920965246456497022e-01,-2.508311461210288237e-02
-8.979005902642290815e-01,-2.369413711864291200e-02
-9.019961829028646516e-01,-2.203584821706265628e-02
-9.044475154354244539e-01,-2.049557506468777796e-02
-9.047117527478057974e-01,-1.881723993564352396e-02
-9.043009007081240780e-01,-1.714619376059837996e-02
-8.995208639052785227e-01,-1.546853628367490102e-02
-8.944311837541234489e-01,-1.360793742580291080e-02
-8.890839099626711706e-01,-1.166057521959864944e-02
-8.804747382124783472e-01,-9.640527954557630286e-03
-8.691557423782463321e-01,-7.776505741775560643e-03
-8.571316466785896537e-01,-5.947582436075085632e-03
-8.433656797520789894e-01,-4.011004021856733742e-03
-8.285506410892672369e-01,-2.149140109477452182e-03
-8.110789783990184354e-01,-3.767623906701135506e-04
-7.920306217864444553e-01,1.437399162352869658e-03
-7.726132172716638769e-01,3.182556140255485624e-03
-7.506010025675172725e-01,4.909209707649391657e-03
-7.280236053591848666e-01,6.516403070200082331e-03
-7.057418661372513169e-01,8.212192100891087254e-03
-6.816182631515894652e-01,9.858595587161993884e-03
-6.563860466415389894e-01,1.166105834788196821e-02
-6.300082738697386775e-01,1.321018070495352630e-02
-5.998946453698421610e-01,1.494744215296090264e-02
-5.725361840884480857e-01,1.643636927000177717e-02
-5.439384407257131793e-01,1.800787347947983841e-02
-5.138851593372658622e-01,1.959575856069867283e-02
-4.834555569390326379e-01,2.102438401364767687e-02
-4.520921246399775550e-01,2.238237390056915105e-02
-4.211806125337977935e-01,2.342293271727505927e-02
-3.889976556050006029e-01,2.421197832707479985e-02
-3.573323554979841443e-01,2.487286192051560429e-02
-3.249248694006509064e-01,2.536022668293339347e-02
-2.944351927822279613e-01,2.551217920430910030e-02
-2.652282329567832719e-01,2.514428162583276158e-02
-2.367254301674779071e-01,2.477045928491045101e-02
-2.090339469116571647e-01,2.400391606993211580e-02
-1.808094532888882833e-01,2.325612982764451234e-02
-1.546089275563248822e-01,2.226117147281571687e-02
-1.317437603006167413e-01,2.076727575069278048e-02
-1.110695490977127026e-01,1.925448698548433424e-02
-9.185153660887335203e-02,1.741289370182846213e-02
-7.545414776848863303e-02,1.554053957087831242e-02
-6.169117696779580912e-02,1.362917197934929853e-02
-5.114616218945419041e-02,1.138519779667357401e-02
-4.325499712061336294e-02,8.943805351563730369e-03
-3.819319321356103025e-02,6.364960337232392421e-03
-3.635355589779848406e-02,3.376414665059902006e-03
-3.906446324271747178e-02,1.994213106598191317e-04
-4.272367098670492441e-02,-3.535381075299249241e-03
-5.236180040569848870e-02,-7.583622796390284380e-03
-6.686746728190609557e-02,-1.212739043144754614e-02
-8.491011742077471391e-02,-1.686326240420787589e-02
-1.084951482837964026e-01,-2.188603085595614700e-02
-1.358974269495965559e-01,-2.720033416670911836e-02
-1.682946389666967746e-01,-3.242059518523428274e-02
-2.061808162559323754e-01,-3.783064885133553823e-02
-2.470299577007479819e-01,-4.296006359347019632e-02
-2.918664571742320413e-01,-4.797950460524112726e-02
-3.409833854676277975e-01,-5.278481231725801887e-02
-3.932126651315502874e-01,-5.742648323423320961e-02
-4.469103971933310326e-01,-6.154284622572718522e-02
-5.041637742086142460e-01,-6.533615119518944303e-02
-5.638452535713649461e-01,-6.856351172534827509e-02
-6.246258396229065202e-01,-7.116548527485053177e-02
-6.854750119665263819e-01,-7.310947581101182036e-02
-7.474995305024907388e-01,-7.462431008811157285e-02
-8.083655917406216140e-01,-7.525866985077619975e-02
-8.662467494278655034e-01,-7.550121428721412453e-02
-9.242682223444398382e-01,-7.537072514908180199e-02
-9.791006258269686624e-01,-7.510313250989941736e-02
-1.034252134600722517e+00,-7.435161372178744621e-02
-1.085285019320124889e+00,-7.333942672456102152e-02
-1.135032059430521656e+00,-7.240523482648424103e-02
-1.183368163329076017e+00,-7.148071804464331547e-02
-1.230275010699059424e+00,-7.057084534795378394e-02
-1.199999999999999956e+00,-2.324293984431834506e-02
-1.197965190788888634e+00,-2.171281596292878521e-02
-1.193899463414658690e+00,-2.005879151959576862e-02
-1.189310681820956006e+00,-1.825150031763615732e-02
-1.181814465542551762e+00,-1.643924189682251236e-02
-1.171814044332833538e+00,-1.457190719475664684e-02
