Step,Consistent,Confidence,Minimum,Iterations,Time
34,0,0.940492,0.0188006,5368000,2.00015
35,0,0.951001,0.00270115,5418000,2.00037
36,1,1,-0.00722939,1520162,0.561378
37,1,1,-0.000420794,1779759,0.661828
38,1,1,-0.000726074,4078273,1.51396
39,1,1,-0.00336736,2438221,0.899549
40,0,0.934941,0.000547573,5384000,2.00009
41,1,1,-0.000516236,2965775,1.09999
42,1,1,-0.00192928,262450,0.0999731
43,1,1,-0.00409138,627522,0.231627
44,1,1,-0.000560105,40973,0.0180064
45,1,1,-0.00401884,1447627,0.535722
46,0,0.882502,0.000560552,5391000,2.00001
47,1,1,-0.000304356,537342,0.203261
48,1,1,-0.00152367,1088165,0.403223
49,1,1,-0.00461723,589385,0.221703
50,1,1,-0.00247157,768776,0.284087
51,1,1,-0.00237006,896082,0.333692
52,1,1,-0.00130764,800755,0.295855
53,0,0.877562,7.22706e-05,5474000,2.0001
54,0,0.879293,0.00330849,5407000,2.00004
55,1,1,-0.00455639,205165,0.0786505
56,1,1,-0.00553016,872562,0.320879
57,1,1,-0.00230274,1699067,0.623583
58,1,1,-1.04308e-07,109364,0.0437359
59,1,1,-0.00458219,1305193,0.478921
60,1,1,-0.00251056,3621792,1.3442
61,0,0.877875,0.00172674,5467000,2.0002
62,0,0.878439,0.00057923,5426000,2.00008
63,0,0.877705,0.00391973,5473000,2.00035
64,0,0.879119,0.00297438,5466000,2.0003
65,1,1,-0.00109057,2139876,0.787747
66,1,1,-0.000267431,2446386,0.904086
67,1,1,-0.00221427,2268110,0.835917
68,1,1,-0.000463568,1187161,0.4384
69,1,1,-0.00476795,1233381,0.457984
70,1,1,-0.000695065,1736639,0.638286
71,0,0.887023,0.00909422,5463000,2.00015
72,0,0.913832,0.011739,5502000,2.00034
73,1,1,-0.000245601,244939,0.0945405
74,1,1,-0.00253716,718835,0.263986
75,1,1,-0.000469513,441272,0.163445
76,1,1,-0.00508998,3247081,1.17915
