Step,Consistent,Confidence,Minimum,Iterations,Time
33,0,0.892975,0.00499557,5247000,2.00018
34,0,0.907608,0.00987105,5356000,2.00036
35,0,0.932564,0.00904366,5329000,2.00005
36,0,0.937128,0.00717284,5308000,2.00004
37,1,1,-0.000873536,1615901,0.608204
38,0,0.940306,0.00268095,5346000,2.0001
39,1,1,-0.00273337,49597,0.0230629
40,1,1,-0.00203596,721560,0.265749
41,1,1,-0.00198038,3725394,1.40027
42,1,1,-0.00233307,302032,0.116137
43,1,1,-0.00029318,357105,0.135006
44,1,1,-0.00150344,1348058,0.505488
45,1,1,-0.00133744,1618127,0.61005
46,1,1,-0.00417279,633220,0.237836
47,1,1,-0.00363737,679214,0.258383
48,1,1,-0.00101104,374551,0.14422
49,1,1,-0.00270689,3223732,1.2184
50,1,1,-0.00280605,993679,0.373225
51,1,1,-0.00254413,2284124,0.863881
52,0,0.880131,0.00517528,5365000,2.0002
53,1,1,-0.00394433,1754586,0.65785
54,1,1,-0.00780235,112495,0.046485
55,1,1,-0.00316443,376099,0.142707
56,1,1,-0.00144869,843473,0.317562
57,1,1,-0.000119075,3964452,1.48579
58,1,1,-0.00270517,1085012,0.411973
59,0,0.878254,0.00502797,5345000,2.00028
60,0,0.885042,0.00287097,5364000,2.00024
61,1,1,-0.00303423,698680,0.261772
62,1,1,-0.00355383,1631584,0.610665
63,1,1,-0.00518295,49373,0.0217735
64,1,1,-0.0044941,93776,0.0345047
65,1,1,-0.00192914,260808,0.0973332
66,1,1,-0.00145373,1871998,0.697702
67,0,0.883314,0.0152294,5343000,2.00019
68,0,0.896387,0.00701847,5374000,2.00035
69,0,0.900556,0.00213206,5396000,2.00029
70,1,1,-0.000899024,308028,0.116585
71,1,1,-0.00239581,1086753,0.403626
72,1,1,-0.00467746,2115445,0.786052
73,1,1,-0.000342341,3326235,1.24163
74,1,1,-0.00107143,1763429,0.660177
