Step,Consistent,Confidence,Minimum,Iterations,Time
34,0,0.910711,0.0165386,5224000,2.00033
35,0,0.941264,0.0154838,5311000,2.00037
36,0,0.95227,0.0114688,5271000,2.0003
37,1,1,-5.49704e-05,297939,0.118926
38,1,1,-0.00370851,272531,0.102156
39,1,1,-0.00161959,4992572,1.88433
40,1,1,-0.00211439,3799260,1.42212
41,1,1,-0.000763014,3741727,1.40554
42,1,1,-0.003075,4977486,1.86871
43,1,1,-0.000978461,1566320,0.585342
44,1,1,-0.00318757,584823,0.221685
45,1,1,-0.00149971,800628,0.299849
46,1,1,-0.00246215,1152597,0.434687
47,1,1,-0.00501952,1624054,0.613628
48,1,1,-0.000735432,294839,0.113941
49,1,1,-0.000560105,986537,0.366896
50,1,1,-0.000709951,56492,0.0245131
51,1,1,-0.00422928,2221959,0.828115
52,1,1,-0.00109994,1474952,0.60563
53,1,1,-0.00190592,249000,0.117142
54,1,1,-0.00311777,203938,0.0895051
55,1,1,-0.00198942,1674862,0.708154
56,1,1,-0.000217199,607400,0.228654
57,1,1,-0.00346662,127672,0.0497909
58,1,1,-0.00302374,261318,0.0976261
59,1,1,-0.00192524,30277,0.0131738
60,1,1,-0.000153095,240145,0.0902703
61,1,1,-0.00249477,192764,0.073728
62,1,1,-0.00179255,215507,0.0821404
63,1,1,-0.00438899,84938,0.0329837
64,1,1,-0.00266898,1008082,0.377835
65,1,1,-0.00361499,50985,0.0224982
66,1,1,-0.00161915,799160,0.297514
67,1,1,-0.000198059,336861,0.129209
68,1,1,-0.00195574,2008670,0.748609
69,1,1,-0.000825718,123337,0.049675
70,1,1,-0.00284356,534404,0.203017
71,1,1,-0.00363103,2533998,0.940147
72,1,1,-0.000591435,4237616,1.57984
73,1,1,-0.00433227,686820,0.26147
74,1,1,-0.000155948,459154,0.17159
75,1,1,-0.00552332,4566151,1.70532
76,1,1,-0.00527448,461160,0.175626
