Step,Consistent,Confidence,Minimum,Iterations,Time
34,0,0.942842,0.0152688,5346000,2.00018
35,0,0.9501,0.00161927,5417000,2.00008
36,1,1,-0.000926761,1143842,0.430393
37,0,0.944034,0.00188594,5336000,2.0003
38,1,1,-0.00629804,1345198,0.500912
39,1,1,-0.00208129,559650,0.209323
40,1,1,-0.00159628,515585,0.193911
41,1,1,-0.00205469,590053,0.218656
42,1,1,-0.00382726,292924,0.110224
43,1,1,-0.00152472,509851,0.191509
44,1,1,-0.00091143,2432707,0.900566
45,1,1,-0.00204868,4686524,1.73241
46,0,0.892366,0.0101938,5488000,2.00006
47,1,1,-0.0021205,1147044,0.422561
48,1,1,-0.00792692,90822,0.0368753
49,1,1,-0.00453609,129432,0.0478534
50,1,1,-0.00224894,91538,0.0347477
51,1,1,-0.000667099,1378969,0.505446
52,1,1,-0.00344428,692854,0.259155
53,1,1,-0.006795,1228449,0.452849
54,1,1,-0.00294074,1634769,0.611292
55,0,0.919307,6.96257e-05,5382000,2.00026
56,1,1,-0.00716321,155946,0.0608324
57,1,1,-0.00676219,3821533,1.41861
58,1,1,-0.00687622,2425278,0.89335
59,1,1,-8.12784e-05,2551534,0.94436
60,1,1,-0.00706873,1693223,0.62626
61,1,1,-0.00256503,368155,0.137937
62,1,1,-0.00563032,1454403,0.535454
63,1,1,-0.00414254,835962,0.308124
64,1,1,-0.00577343,1786127,0.654068
65,0,0.93059,0.0266587,5419000,2.0002
66,0,0.949149,0.0116964,5389000,2.00011
67,1,1,-0.000454571,3410885,1.2682
68,1,1,-0.000956923,1896904,0.705968
69,1,1,-0.000181869,2145829,0.794615
70,1,1,-0.00525746,415114,0.161152
71,0,0.900735,0.00206019,5447000,2.00015
72,1,1,-0.000521854,1530146,0.56001
73,1,1,-0.00144042,3519209,1.29242
74,1,1,-0.000805134,5247695,1.94932
75,1,1,-0.00274607,2924797,1.07808
76,0,0.897627,0.0012536,5412000,2.00001
