Step,Consistent,Confidence,Minimum,Iterations,Time
33,1,1,-0.00534019,1492681,0.564569
34,1,1,-0.00071913,546551,0.203821
35,1,1,-0.000582606,377880,0.141106
36,1,1,-0.00159112,1177472,0.448213
37,0,0.878672,0.00423083,5306000,2.00009
38,0,0.884241,0.0105688,5328000,2.00036
39,0,0.891283,0.00507122,5326000,2.00029
40,0,0.895262,0.00588512,5335000,2.00034
41,0,0.898833,0.00381121,5363000,2.00009
42,0,0.902812,0.00239903,5355000,2.00029
43,0,0.905669,0.0105386,5361000,2.00021
44,0,0.907358,0.00211316,5359000,2.00022
45,0,0.908101,0.00476712,5364000,2.00008
46,0,0.908193,0.00254941,5338000,2.00024
47,0,0.909083,0.00818044,5330000,2.00015
48,0,0.908712,0.00225961,5301000,2.00005
49,0,0.908712,0.00536561,5347000,2.00017
50,0,0.908685,0.00274482,5344000,2.00005
51,0,0.910004,0.00489672,5386000,2.00001
52,1,1,-0.00177211,1869716,0.69537
53,0,0.906319,0.0085521,5343000,2.0002
54,0,0.905636,0.00163847,5353000,2.00037
55,0,0.90642,0.00717179,5373000,2.00008
56,0,0.904792,0.000403076,5358000,2.00008
57,1,1,-0.000718504,1043257,0.389969
58,0,0.900697,0.00219399,5403000,2.00034
59,0,0.900987,0.00361238,5356000,2.00006
60,0,0.901972,0.00257553,5353000,2.00005
61,0,0.902049,0.00115007,5383000,2.00004
62,0,0.901315,0.00244673,5355000,2.00024
63,0,0.903419,0.00394852,5406000,2.00015
64,0,0.904769,0.00536133,5375000,2.00036
65,0,0.906259,0.00404648,5401000,2.00003
66,0,0.906437,0.0047332,5402000,2.00004
67,0,0.904238,0.00179148,5386000,2.00032
68,1,1,-0.000217304,1605762,0.594179
69,0,0.901298,0.00550749,5426000,2.00031
70,0,0.901692,0.00383212,5419000,2.00011
71,0,0.902402,0.00118011,5438000,2.0003
72,0,0.902268,0.00309154,5404000,2.00015
73,0,0.903521,0.000576563,5425000,2.00036
