Step,Consistent,Confidence,Minimum,Iterations,Time
34,0,0.895425,7.68155e-05,5338000,2.00006
35,0,0.889663,0.00390504,5425000,2.00023
36,0,0.89423,0.00742365,5443000,2.00018
37,0,0.899363,0.00982508,5423000,2.00005
38,0,0.904912,0.011328,5446000,2.00002
39,0,0.911205,0.0113142,5438000,2.00009
40,0,0.915051,0.00542782,5447000,2.0002
41,0,0.914931,0.0111653,5441000,2.00033
42,0,0.916325,0.0115616,5408000,2.00017
43,0,0.917973,0.0124805,5434000,2.00025
44,0,0.919133,0.0120892,5445000,2.00004
45,0,0.920829,0.0114216,5419000,2.0001
46,0,0.922673,0.00833704,5442000,2.00014
47,0,0.921218,0.00873189,5422000,2.00017
48,0,0.922083,0.00930861,5468000,2.00008
49,0,0.922575,0.0128414,5439000,2.0001
50,0,0.921768,0.0117054,5434000,2.00028
51,0,0.920794,0.00444722,5472000,2.00012
52,0,0.919943,0.00939355,5466000,2.00015
53,0,0.919581,0.00722211,5449000,2.0003
54,0,0.918013,0.00693845,5424000,2.00038
55,0,0.915973,0.00392747,5450000,2.00023
56,0,0.915145,0.00711371,5479000,2.00005
57,0,0.914786,0.000815762,5457000,2.0002
58,0,0.913574,0.00722233,5485000,2.00003
59,0,0.913008,0.00464442,5463000,2.00008
60,0,0.91333,0.00909797,5456000,2.00008
61,0,0.916365,0.0120574,5487000,2.00029
62,0,0.918103,0.015227,5465000,2.00012
63,0,0.919176,0.00523862,5506000,2.00012
64,0,0.919196,0.0126191,5506000,2.00003
65,0,0.918574,0.00639479,5439000,2.00004
66,1,1,-0.000490163,1251659,0.463051
67,0,0.915445,0.00734068,5487000,2.00025
68,0,0.914459,0.00670718,5440000,2.00016
69,0,0.915577,0.00560011,5476000,2.00029
70,0,0.916378,0.00788469,5448000,2.00051
71,0,0.915821,0.00667992,5385000,2.00001
72,0,0.913212,0.000717506,5471000,2.00028
73,0,0.911484,0.00721352,5433000,2.00002
74,0,0.911029,0.00373487,5433000,2.00014
75,0,0.911823,0.00960831,5372000,2.00006
