Step,Consistent,Confidence,Minimum,Iterations,Time
34,0,0.916727,0.0206941,5280000,2.00023
35,0,0.943691,0.0145145,5312000,2.00001
36,0,0.952515,0.0178219,5304000,2.00016
37,0,0.954963,0.00161096,5295000,2.00002
38,1,1,-0.000209995,4129010,1.56702
39,1,1,-0.00268281,1222617,0.458426
40,1,1,-0.00121179,1095634,0.409484
41,1,1,-0.00583305,1580069,0.59046
42,1,1,-0.00236082,1182726,0.441111
43,1,1,-0.00160941,320997,0.121834
44,1,1,-0.00301376,412694,0.154161
45,1,1,-0.00413755,579962,0.21767
46,1,1,-0.00102133,275658,0.10548
47,1,1,-0.000132889,1555422,0.579323
48,1,1,-0.004375,866152,0.332697
49,1,1,-0.00323766,1823386,0.6873
50,1,1,-0.000534326,704189,0.263209
51,1,1,-5.8502e-05,437464,0.163115
52,1,1,-0.000512972,285997,0.10747
53,1,1,-0.00472678,548084,0.20228
54,1,1,-0.00094603,220677,0.0835242
55,1,1,-0.000144497,2066767,0.769108
56,1,1,-0.00313295,1170515,0.437122
57,1,1,-0.00164026,2938262,1.08941
58,1,1,-0.00830129,600159,0.224082
59,1,1,-0.000154585,428000,0.159149
60,1,1,-0.000929087,537487,0.198015
61,1,1,-0.00404564,166027,0.0638625
62,1,1,-0.00144275,511388,0.188604
63,0,0.879844,0.00314333,5431000,2.00021
64,1,1,-0.0023855,249153,0.0949943
65,1,1,-0.00453839,164675,0.0625745
66,1,1,-0.00112508,1513730,0.561153
67,1,1,-0.00326951,4487515,1.65266
68,1,1,-0.00833898,14269,0.00973073
69,0,0.883795,0.00646947,5395000,2.00006
70,0,0.897173,0.000971898,5431000,2.00034
71,1,1,-0.00739731,312102,0.118322
72,1,1,-0.00233944,76201,0.0301883
73,1,1,-0.00134207,3372363,1.2417
74,1,1,-0.000369374,4935299,1.82562
75,1,1,-0.00066443,1148806,0.426366
76,0,0.888776,0.00143381,5442000,2.00011
