Step,Consistent,Confidence,Minimum,Iterations,Time
33,0,0.921373,0.0102108,5299000,2.00009
34,0,0.929098,0.00527944,5336000,2.0003
35,0,0.942004,0.00935344,5347000,2.00017
36,1,1,-0.0026844,630161,0.243605
37,1,1,-2.563e-06,199310,0.0782309
38,1,1,-9.15006e-05,2491842,0.939737
39,1,1,-0.00375423,343131,0.134102
40,1,1,-0.000731796,1908426,0.716669
41,1,1,-0.00295371,2257169,0.844645
42,1,1,-0.00101328,35853,0.0170818
43,1,1,-0.00133365,907712,0.348563
44,0,0.880648,0.00436682,5343000,2.00027
45,1,1,-0.00130585,880388,0.333709
46,1,1,-0.00359914,418135,0.156797
47,1,1,-0.0006283,128342,0.050249
48,1,1,-6.13183e-05,2721946,1.01535
49,1,1,-0.00535199,1376825,0.51214
50,0,0.885007,0.00310864,5332000,2.00025
51,1,1,-0.001615,140338,0.0564665
52,1,1,-0.00213714,500431,0.191064
53,1,1,-0.00100054,804753,0.299911
54,1,1,-0.000920378,127356,0.0503116
55,1,1,-0.000228859,1369721,0.512365
56,1,1,-0.000478849,3904522,1.44389
57,0,0.883538,0.00919044,5365000,2.00034
58,0,0.891194,0.00291784,5374000,2.00025
59,1,1,-0.00258896,150466,0.0590843
60,1,1,-0.00161493,301747,0.11462
61,1,1,-0.00150854,201354,0.0759355
62,1,1,-0.00187087,138368,0.0521408
63,1,1,-0.00643078,1380120,0.511388
64,1,1,-0.00335788,1058248,0.395038
65,0,0.879742,0.0113731,5334000,2.00015
66,0,0.892981,0.00683612,5400000,2.00025
67,1,1,-0.00213238,3422055,1.26565
68,1,1,-0.00510618,727335,0.271112
69,1,1,-0.00421068,2560454,0.960746
70,1,1,-0.00141427,2729463,1.01197
71,1,1,-0.000956908,49701,0.022317
