Step,Consistent,Confidence,Minimum,Iterations,Time
33,0,0.923567,0.016392,5340000,2.00027
34,0,0.931313,0.00819835,5468000,2.00029
35,0,0.941722,0.0058267,5447000,2.00034
36,1,1,-0.000725791,768270,0.285763
37,0,0.940952,0.00215438,5441000,2.00025
38,1,1,-0.000311315,2397560,0.877789
39,1,1,-0.00229801,4625423,1.70318
40,1,1,-0.000197254,151589,0.058791
41,1,1,-0.00443518,3090860,1.14186
42,0,0.913801,0.000710443,5413000,2.00026
43,0,0.901776,0.00318918,5427000,2.00036
44,1,1,-0.000953823,58506,0.0252303
45,1,1,-0.00285947,276627,0.101872
46,0,0.883443,0.000461534,5395000,2.00036
47,1,1,-0.000599012,33773,0.0179904
48,0,0.883207,4.33922e-05,5418000,2.00032
49,0,0.879901,0.0005932,5438000,2.00029
50,0,0.878886,0.000577554,5420000,2.00028
51,1,1,-0.0045568,99546,0.0410775
52,1,1,-0.00454399,493499,0.182363
53,1,1,-0.000343516,847489,0.310947
54,1,1,-0.000184804,172109,0.0660966
55,1,1,-0.00348735,1400018,0.517526
56,1,1,-0.00188192,1046539,0.383966
57,0,0.88146,0.00934093,5476000,2.00014
58,1,1,-0.00242211,1299548,0.484318
59,1,1,-0.002257,68258,0.0284217
60,1,1,-0.000498198,461873,0.170812
61,1,1,-0.00336634,483945,0.181702
62,1,1,-0.00117601,816431,0.300408
63,1,1,-0.00419744,689244,0.253576
64,0,0.879608,0.00863606,5425000,2.00001
65,0,0.889726,0.0045992,5403000,2.00012
66,1,1,-0.00192942,177779,0.0689541
67,1,1,-0.00291725,20045,0.00865758
68,1,1,-0.000423923,1323854,0.486344
69,1,1,-0.00439531,435852,0.165279
70,1,1,-0.00131567,908767,0.338006
71,1,1,-0.00218581,12896,0.00811608
72,1,1,-0.00103301,566372,0.20866
73,0,0.890149,0.0102542,5430000,2.00022
